        6000
  Built with Packmol                                             
  H            2.424618       17.534232        1.119457
  H            3.593451       16.489099        0.662989
  O            3.303686       17.446181        0.650839
  H            5.312833       28.382202        1.944416
  H            3.822010       28.711130        1.364683
  O            4.796515       28.917418        1.275779
  H           15.542226        3.173733       33.450139
  H           16.531518        1.878839       33.343430
  O           16.485426        2.876913       33.300512
  H           -0.000008       27.112652        8.669439
  H            1.107303       28.216359        9.141169
  O            0.435429       27.982740        8.438229
  H           15.478753       22.939804       10.331404
  H           14.229204       21.997619        9.864766
  O           14.513017       22.933962       10.071717
  H           29.889938       19.044915       27.043214
  H           30.413392       20.529449       26.608481
  O           29.604728       19.965799       26.777236
  H           32.706244       34.403352       10.063005
  H           31.128167       34.788307        9.894718
  O           32.013502       34.751136        9.431125
  H            1.070191       14.062350       34.661003
  H            2.292279       15.123753       34.444765
  O            2.021009       14.270626       34.890527
  H           26.236945       33.051289       23.081313
  H           26.215093       34.493531       23.847014
  O           26.771121       33.868094       23.299492
  H           35.752740        4.922882       25.293630
  H           34.252141        5.159553       24.694443
  O           35.184409        4.873877       24.472220
  H           28.799904       23.057595        7.590505
  H           29.648333       23.868222        6.454773
  O           29.531402       23.722058        7.437158
  H            9.986393       15.007107       28.728142
  H            9.839108       15.979237       30.032023
  O           10.428411       15.316185       29.570286
  H            9.319669       16.724290        9.724919
  H           10.336153       17.651353       10.604778
  O           10.260151       16.822458       10.050453
  H            7.099723       29.937270        4.123814
  H            7.490960       31.467705        3.709642
  O            7.767743       30.671179        4.247281
  H           16.898875       21.796914       14.696181
  H           15.877856       21.990804       13.436513
  O           16.576253       21.398032       13.837738
  H           21.732426        5.378318       21.313247
  H           20.664995        6.195929       22.240037
  O           21.100578        6.152994       21.340848
  H           17.421688       17.225494       37.783754
  H           17.749723       18.791196       37.455414
  O           17.378823       18.160163       38.136845
  H           33.719269       22.973479        2.617229
  H           34.788664       22.946499        1.383332
  O           34.279983       23.536732        2.010218
  H           15.876429       14.878062        2.319123
  H           16.403433       16.422421        2.382833
  O           16.081101       15.646621        2.925377
  H            3.805551       18.116329        7.470100
  H            5.170402       18.115086        8.366769
  O            4.436289       18.685288        7.997899
  H           12.321627        2.749844        6.880480
  H           13.743319        2.066447        6.457874
  O           13.120411        2.251703        7.217995
  H           38.058543        9.019005       15.670046
  H           36.523569        8.543586       15.961021
  O           37.332037        8.979878       16.356175
  H           25.525687       24.126236       28.422324
  H           25.493571       25.720290       28.775588
  O           26.075213       24.959169       28.488350
  H           32.649260        4.394942       15.719850
  H           32.138499        2.843831       15.716151
  O           32.068694        3.725356       16.183224
  H           34.903860       23.295806        7.337945
  H           36.324694       22.596663        6.938865
  O           35.425344       22.870732        6.598024
  H           13.664206       19.832239        9.445994
  H           14.136864       18.751054        8.317070
  O           14.020158       18.909534        9.297571
